NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-05-10;2020-05-16;No;26.2537;1.10951;12.4490;947;529.3025;40264;2.1398;315;41;129
CATALUNYA;CATALUNYA;2020-05-10;2020-05-16;--;;;0.0000;9;0.0000;309;0.6601;16;0;1
CATALUNYA;CATALUNYA;2020-05-10;2020-05-16;Si;;;396.1769;257;12693.0784;8234;4.4244;88;0;150
CATALUNYA;CATALUNYA;2020-05-09;2020-05-15;Si;;;454.7556;295;12703.8692;8241;4.9703;93;0;166
CATALUNYA;CATALUNYA;2020-05-09;2020-05-15;No;25.9578;1.09822;12.3833;942;512.0552;38952;2.1187;340;45;126
CATALUNYA;CATALUNYA;2020-05-09;2020-05-15;--;;;0.0000;10;0.0000;338;0.9063;12;0;1
CATALUNYA;CATALUNYA;2020-05-08;2020-05-14;--;;;0.0000;12;0.0000;354;0.8646;12;0;2
CATALUNYA;CATALUNYA;2020-05-08;2020-05-14;Si;;;468.6295;304;13032.2182;8454;4.8281;96;1;169
CATALUNYA;CATALUNYA;2020-05-08;2020-05-14;No;25.1105;1.07979;12.0415;916;497.0295;37809;2.0362;351;50;133
CATALUNYA;CATALUNYA;2020-05-07;2020-05-13;No;24.8856;1.02493;11.6997;890;477.7841;36345;2.0897;360;52;155
CATALUNYA;CATALUNYA;2020-05-07;2020-05-13;--;;;0.0000;12;0.0000;417;0.9732;11;1;2
CATALUNYA;CATALUNYA;2020-05-07;2020-05-13;Si;;;460.9218;299;13038.3844;8458;4.6366;92;1;201
CATALUNYA;CATALUNYA;2020-05-06;2020-05-12;Si;;;527.2082;342;13525.5125;8774;4.6957;97;1;232
CATALUNYA;CATALUNYA;2020-05-06;2020-05-12;No;24.7681;0.95398;11.7786;896;481.8593;36655;2.0422;375;48;170
CATALUNYA;CATALUNYA;2020-05-06;2020-05-12;--;;;0.0000;16;0.0000;428;1.6471;13;2;2
CATALUNYA;CATALUNYA;2020-05-05;2020-05-11;--;;;0.0000;18;0.0000;441;1.8349;14;3;2
CATALUNYA;CATALUNYA;2020-05-05;2020-05-11;Si;;;565.7468;367;13875.4431;9001;4.6221;104;1;261
CATALUNYA;CATALUNYA;2020-05-05;2020-05-11;No;23.9288;0.881909;11.6208;884;476.5878;36254;2.0149;398;45;189
CATALUNYA;CATALUNYA;2020-05-04;2020-05-10;No;23.4261;0.834279;11.2922;859;475.9305;36204;2.0044;401;43;201
CATALUNYA;CATALUNYA;2020-05-04;2020-05-10;--;;;0.0000;22;0.0000;481;2.3256;14;4;2
CATALUNYA;CATALUNYA;2020-05-04;2020-05-10;Si;;;628.9502;408;14505.9349;9410;4.6226;110;2;278
CATALUNYA;CATALUNYA;2020-05-03;2020-05-09;No;22.6955;0.784749;11.2133;853;482.7137;36720;1.9987;401;42;215
CATALUNYA;CATALUNYA;2020-05-03;2020-05-09;--;;;0.0000;24;0.0000;489;2.6971;17;4;2
CATALUNYA;CATALUNYA;2020-05-03;2020-05-09;Si;;;619.7009;402;15359.9506;9964;4.1881;110;3;302
CATALUNYA;CATALUNYA;2020-05-02;2020-05-08;--;;;0.0000;23;0.0000;497;2.4490;20;4;3
CATALUNYA;CATALUNYA;2020-05-02;2020-05-08;Si;;;625.8671;406;15335.2859;9948;3.8906;118;3;330
CATALUNYA;CATALUNYA;2020-05-02;2020-05-08;No;22.2798;0.742368;11.2528;856;481.6095;36636;2.0321;390;40;239
CATALUNYA;CATALUNYA;2020-05-01;2020-05-07;No;22.4351;0.670057;11.2133;853;465.1247;35382;2.1610;378;31;238
CATALUNYA;CATALUNYA;2020-05-01;2020-05-07;--;;;0.0000;23;0.0000;597;2.3850;28;6;4
CATALUNYA;CATALUNYA;2020-05-01;2020-05-07;Si;;;656.6980;426;15913.3651;10323;3.6207;115;2;368
CATALUNYA;CATALUNYA;2020-04-30;2020-05-06;No;23.8451;0.651542;12.5805;957;486.1054;36978;2.3398;330;23;242
CATALUNYA;CATALUNYA;2020-04-30;2020-05-06;--;;;0.0000;27;0.0000;660;2.1605;26;5;4
CATALUNYA;CATALUNYA;2020-04-30;2020-05-06;Si;;;753.8153;489;17553.5686;11387;3.7927;99;2;377
CATALUNYA;CATALUNYA;2020-04-29;2020-05-05;--;;;0.0000;29;0.0000;687;2.0990;23;4;4
CATALUNYA;CATALUNYA;2020-04-29;2020-05-05;Si;;;903.3451;586;18097.7339;11740;3.7023;87;2;394
CATALUNYA;CATALUNYA;2020-04-29;2020-05-05;No;26.0113;0.636435;14.1843;1079;488.6031;37168;2.6170;259;19;250
CATALUNYA;CATALUNYA;2020-04-28;2020-05-04;--;;;0.0000;39;0.0000;784;2.8758;19;3;3
CATALUNYA;CATALUNYA;2020-04-28;2020-05-04;Si;;;1075.9981;698;19352.5512;12554;4.5184;68;2;424
CATALUNYA;CATALUNYA;2020-04-28;2020-05-04;No;28.3202;0.638695;15.5120;1180;506.9678;38565;2.9052;178;12;259
CATALUNYA;CATALUNYA;2020-04-27;2020-05-03;No;31.2492;0.639183;16.7871;1277;504.5489;38381;3.1207;118;9;265
CATALUNYA;CATALUNYA;2020-04-27;2020-05-03;--;;;0.0000;43;0.0000;757;3.7838;17;2;3
CATALUNYA;CATALUNYA;2020-04-27;2020-05-03;Si;;;1088.3305;706;20158.7790;13077;4.2602;47;1;448
CATALUNYA;CATALUNYA;2020-04-26;2020-05-02;--;;;0.0000;44;0.0000;760;3.9242;14;2;3
CATALUNYA;CATALUNYA;2020-04-26;2020-05-02;Si;;;1237.8603;803;20803.1447;13495;4.9117;35;0;468
CATALUNYA;CATALUNYA;2020-04-26;2020-05-02;No;33.6983;0.665134;17.7073;1347;519.2459;39499;3.2335;83;5;285
CATALUNYA;CATALUNYA;2020-04-25;2020-05-01;--;;;0.0000;49;0.0000;738;4.4630;11;2;2
CATALUNYA;CATALUNYA;2020-04-25;2020-05-01;Si;;;1351.9346;877;21815.9395;14152;5.4594;16;0;490
CATALUNYA;CATALUNYA;2020-04-25;2020-05-01;No;36.463;0.687761;18.7590;1427;530.4067;40348;3.4367;46;1;304
CATALUNYA;CATALUNYA;2020-04-24;2020-04-30;No;42.9118;0.732891;22.2689;1694;554.8053;42204;3.9711;0;0;341
CATALUNYA;CATALUNYA;2020-04-24;2020-04-30;--;;;0.0000;58;0.0000;629;6.4356;0;0;0
CATALUNYA;CATALUNYA;2020-04-24;2020-04-30;Si;;;1593.9571;1034;23659.6269;15348;6.5744;0;0;514
CATALUNYA;CATALUNYA;2020-04-23;2020-04-29;Si;;;1899.1829;1232;23033.7598;14942;8.1124;0;0;537
CATALUNYA;CATALUNYA;2020-04-23;2020-04-29;No;46.8747;0.750686;24.0173;1827;540.1609;41090;4.5614;0;0;357
CATALUNYA;CATALUNYA;2020-04-23;2020-04-29;--;;;0.0000;53;0.0000;530;7.5397;0;0;1
CATALUNYA;CATALUNYA;2020-04-22;2020-04-28;--;;;0.0000;56;0.0000;485;9.4624;0;0;4
CATALUNYA;CATALUNYA;2020-04-22;2020-04-28;Si;;;2221.3658;1441;24283.9525;15753;10.5177;0;0;561
CATALUNYA;CATALUNYA;2020-04-22;2020-04-28;No;51.801;0.782155;26.6859;2030;537.6763;40901;5.3054;0;0;374
CATALUNYA;CATALUNYA;2020-04-21;2020-04-27;No;57.1075;0.802395;28.8287;2193;518.9962;39480;6.0238;0;0;397
CATALUNYA;CATALUNYA;2020-04-21;2020-04-27;--;;;0.0000;51;0.0000;384;10.9890;0;0;4
CATALUNYA;CATALUNYA;2020-04-21;2020-04-27;Si;;;2629.8751;1706;25447.8187;16508;11.9479;0;0;607
CATALUNYA;CATALUNYA;2020-04-20;2020-04-26;Si;;;3063.0491;1987;25418.5293;16489;14.2326;0;0;645
CATALUNYA;CATALUNYA;2020-04-20;2020-04-26;No;61.322;0.828995;32.1020;2442;516.7219;39307;6.8386;0;0;435
CATALUNYA;CATALUNYA;2020-04-20;2020-04-26;--;;;0.0000;43;0.0000;350;10.0917;0;0;4
CATALUNYA;CATALUNYA;2020-04-19;2020-04-25;--;;;0.0000;41;0.0000;337;9.4340;0;0;4
CATALUNYA;CATALUNYA;2020-04-19;2020-04-25;Si;;;3227.9944;2094;25551.1022;16575;15.0541;0;0;706
CATALUNYA;CATALUNYA;2020-04-19;2020-04-25;No;64.4565;0.840741;32.9565;2507;501.5780;38155;7.3500;0;0;449
CATALUNYA;CATALUNYA;2020-04-18;2020-04-24;No;68.8248;0.863516;34.2579;2606;489.7468;37255;7.8358;0;0;462
CATALUNYA;CATALUNYA;2020-04-18;2020-04-24;--;;;0.0000;41;0.0000;327;9.4463;0;0;5
CATALUNYA;CATALUNYA;2020-04-18;2020-04-24;Si;;;3622.6298;2350;26639.4327;17281;16.2131;0;0;765
CATALUNYA;CATALUNYA;2020-04-17;2020-04-23;No;71.2617;0.871242;36.2824;2760;470.4619;35788;8.6839;0;0;494
CATALUNYA;CATALUNYA;2020-04-17;2020-04-23;--;;;0.0000;40;0.0000;311;8.1356;0;0;7
CATALUNYA;CATALUNYA;2020-04-17;2020-04-23;Si;;;4780.3298;3101;26281.7943;17049;19.5512;0;0;832
CATALUNYA;CATALUNYA;2020-04-16;2020-04-22;--;;;0.0000;43;0.0000;286;9.8540;0;0;8
CATALUNYA;CATALUNYA;2020-04-16;2020-04-22;Si;;;5327.5782;3456;26505.3183;17194;21.3090;0;0;909
CATALUNYA;CATALUNYA;2020-04-16;2020-04-22;No;76.7929;0.878837;38.4251;2923;453.3197;34484;9.6411;0;0;523
CATALUNYA;CATALUNYA;2020-04-15;2020-04-21;No;79.3809;0.867975;39.5425;3008;428.5399;32599;10.5669;0;0;555
CATALUNYA;CATALUNYA;2020-04-15;2020-04-21;--;;;0.0000;41;0.0000;294;7.8292;0;0;8
CATALUNYA;CATALUNYA;2020-04-15;2020-04-21;Si;;;5854.7864;3798;24885.1549;16143;23.6819;0;0;984
CATALUNYA;CATALUNYA;2020-04-14;2020-04-20;No;82.8608;0.862155;42.3426;3221;412.2128;31357;11.6890;0;0;588
CATALUNYA;CATALUNYA;2020-04-14;2020-04-20;--;;;0.0000;41;0.0000;279;7.4906;0;0;8
CATALUNYA;CATALUNYA;2020-04-14;2020-04-20;Si;;;6047.4795;3923;22085.7098;14327;26.8437;0;0;1024
CATALUNYA;CATALUNYA;2020-04-13;2020-04-19;--;;;0.0000;41;0.0000;263;7.9051;0;0;8
CATALUNYA;CATALUNYA;2020-04-13;2020-04-19;Si;;;5950.3622;3860;19938.3382;12934;28.0389;0;0;1084
CATALUNYA;CATALUNYA;2020-04-13;2020-04-19;No;87.288;0.844676;41.8693;3185;383.8573;29200;12.3162;0;0;596
CATALUNYA;CATALUNYA;2020-04-12;2020-04-18;--;;;0.0000;43;0.0000;259;8.0645;0;0;9
CATALUNYA;CATALUNYA;2020-04-12;2020-04-18;Si;;;5901.0328;3828;18977.9559;12311;29.2963;0;0;1157
CATALUNYA;CATALUNYA;2020-04-12;2020-04-18;No;87.784;0.825021;43.7097;3325;380.2422;28925;12.9327;0;0;623
CATALUNYA;CATALUNYA;2020-04-11;2020-04-17;No;86.7176;0.790107;45.4450;3457;372.4336;28331;13.7660;0;0;673
CATALUNYA;CATALUNYA;2020-04-11;2020-04-17;--;;;0.0000;41;0.0000;294;6.8345;0;0;10
CATALUNYA;CATALUNYA;2020-04-11;2020-04-17;Si;;;5907.1990;3832;17411.7465;11295;31.9746;0;0;1218
CATALUNYA;CATALUNYA;2020-04-10;2020-04-16;--;;;0.0000;36;0.0000;268;7.9051;0;0;8
CATALUNYA;CATALUNYA;2020-04-10;2020-04-16;Si;;;5213.5039;3382;15045.4755;9760;33.2296;0;0;1255
CATALUNYA;CATALUNYA;2020-04-10;2020-04-16;No;88.5256;0.769352;45.5107;3462;347.8510;26461;14.7632;0;0;707
CATALUNYA;CATALUNYA;2020-04-09;2020-04-15;--;;;0.0000;52;0.0000;282;10.9848;0;0;7
CATALUNYA;CATALUNYA;2020-04-09;2020-04-15;Si;;;5057.8079;3281;13876.9847;9002;34.4365;0;0;1303
CATALUNYA;CATALUNYA;2020-04-09;2020-04-15;No;92.8933;0.761136;48.9549;3724;346.6810;26372;15.8770;0;0;781
CATALUNYA;CATALUNYA;2020-04-08;2020-04-14;No;99.1103;0.771601;51.9127;3949;346.9045;26389;16.9716;0;0;834
CATALUNYA;CATALUNYA;2020-04-08;2020-04-14;--;;;0.0000;51;0.0000;274;11.3725;0;0;5
CATALUNYA;CATALUNYA;2020-04-08;2020-04-14;Si;;;4709.4188;3055;12357.0217;8016;35.4031;0;0;1339
CATALUNYA;CATALUNYA;2020-04-07;2020-04-13;Si;;;4450.4393;2887;11385.8486;7386;35.9923;0;0;1395
CATALUNYA;CATALUNYA;2020-04-07;2020-04-13;No;106.128;0.782203;53.7663;4090;348.1270;26482;18.0144;0;0;873
CATALUNYA;CATALUNYA;2020-04-07;2020-04-13;--;;;0.0000;55;0.0000;257;14.2857;0;0;6
CATALUNYA;CATALUNYA;2020-04-06;2020-04-12;--;;;0.0000;63;0.0000;283;14.8289;0;0;7
CATALUNYA;CATALUNYA;2020-04-06;2020-04-12;Si;;;4570.6798;2965;11092.9551;7196;38.1069;0;0;1409
CATALUNYA;CATALUNYA;2020-04-06;2020-04-12;No;119.48;0.790262;61.4697;4676;362.4691;27573;19.5096;0;0;950
CATALUNYA;CATALUNYA;2020-04-05;2020-04-11;No;123.06;0.783626;62.6923;4769;361.1677;27474;20.1981;0;0;999
CATALUNYA;CATALUNYA;2020-04-05;2020-04-11;--;;;0.0000;67;0.0000;293;16.8498;0;0;8
CATALUNYA;CATALUNYA;2020-04-05;2020-04-11;Si;;;4493.6025;2915;10334.5151;6704;39.8271;0;0;1401
CATALUNYA;CATALUNYA;2020-04-04;2020-04-10;Si;;;4222.2907;2739;9315.5541;6043;41.5589;0;0;1387
CATALUNYA;CATALUNYA;2020-04-04;2020-04-10;No;125.827;0.767879;64.3092;4892;361.6541;27511;21.2490;0;0;1047
CATALUNYA;CATALUNYA;2020-04-04;2020-04-10;--;;;0.0000;72;0.0000;266;20.3187;0;0;9
CATALUNYA;CATALUNYA;2020-04-03;2020-04-09;--;;;0.0000;78;0.0000;339;17.9245;0;0;10
CATALUNYA;CATALUNYA;2020-04-03;2020-04-09;Si;;;4057.3454;2632;8871.5893;5755;43.5907;0;0;1394
CATALUNYA;CATALUNYA;2020-04-03;2020-04-09;No;131.168;0.75084;69.5544;5291;375.6281;28574;22.4965;0;0;1106
CATALUNYA;CATALUNYA;2020-04-02;2020-04-08;No;137.002;0.739551;73.0906;5560;369.5678;28113;24.0942;0;0;1155
CATALUNYA;CATALUNYA;2020-04-02;2020-04-08;--;;;0.0000;65;0.0000;337;16.0256;0;0;11
CATALUNYA;CATALUNYA;2020-04-02;2020-04-08;Si;;;3665.7931;2378;7618.3135;4942;46.7634;0;0;1374
CATALUNYA;CATALUNYA;2020-04-01;2020-04-07;No;144.841;0.737981;76.5348;5822;361.4832;27498;25.6632;0;0;1213
CATALUNYA;CATALUNYA;2020-04-01;2020-04-07;--;;;0.0000;73;0.0000;344;18.1818;0;0;11
CATALUNYA;CATALUNYA;2020-04-01;2020-04-07;Si;;;3419.1459;2218;6964.6986;4518;49.0489;0;0;1329
CATALUNYA;CATALUNYA;2020-03-31;2020-04-06;--;;;0.0000;79;0.0000;361;19.6429;0;0;10
CATALUNYA;CATALUNYA;2020-03-31;2020-04-06;Si;;;3229.5359;2095;6474.4874;4200;50.6119;0;0;1252
CATALUNYA;CATALUNYA;2020-03-31;2020-04-06;No;155.41;0.744178;81.9114;6231;357.5000;27195;28.0651;0;0;1323
CATALUNYA;CATALUNYA;2020-03-30;2020-04-05;No;169.011;0.757252;89.7200;6825;365.7293;27821;29.4469;0;0;1420
CATALUNYA;CATALUNYA;2020-03-30;2020-04-05;--;;;0.0000;78;0.0000;326;21.3816;0;0;11
CATALUNYA;CATALUNYA;2020-03-30;2020-04-05;Si;;;3124.7109;2027;6522.2753;4231;49.5420;0;0;1218
CATALUNYA;CATALUNYA;2020-03-29;2020-04-04;No;177.434;0.774156;94.3474;7177;376.1802;28616;30.6329;0;0;1497
CATALUNYA;CATALUNYA;2020-03-29;2020-04-04;--;;;0.0000;80;0.0000;328;21.1726;0;0;10
CATALUNYA;CATALUNYA;2020-03-29;2020-04-04;Si;;;3258.8253;2114;6735.0084;4369;50.3227;0;0;1146
CATALUNYA;CATALUNYA;2020-03-28;2020-04-03;--;;;0.0000;82;0.0000;313;23.1293;0;0;8
CATALUNYA;CATALUNYA;2020-03-28;2020-04-03;Si;;;3257.2837;2113;6707.2606;4351;50.3394;0;0;1063
CATALUNYA;CATALUNYA;2020-03-28;2020-04-03;No;189.202;0.805091;99.5531;7573;383.5024;29173;32.3320;0;0;1564
CATALUNYA;CATALUNYA;2020-03-27;2020-04-02;--;;;0.0000;84;0.0000;246;29.4372;0;0;8
CATALUNYA;CATALUNYA;2020-03-27;2020-04-02;Si;;;2964.3903;1923;5985.8177;3883;51.1641;0;0;967
CATALUNYA;CATALUNYA;2020-03-27;2020-04-02;No;208.007;0.858505;105.1401;7998;374.0637;28455;34.5789;0;0;1612
CATALUNYA;CATALUNYA;2020-03-26;2020-04-01;No;227.108;0.921735;112.1599;8532;368.3979;28024;37.2784;0;0;1628
CATALUNYA;CATALUNYA;2020-03-26;2020-04-01;--;;;0.0000;88;0.0000;211;35.6436;0;0;8
CATALUNYA;CATALUNYA;2020-03-26;2020-04-01;Si;;;2870.3560;1862;5652.8441;3667;51.4679;0;0;867
CATALUNYA;CATALUNYA;2020-03-25;2020-03-31;--;;;0.0000;89;0.0000;172;44.8485;0;0;9
CATALUNYA;CATALUNYA;2020-03-25;2020-03-31;Si;;;2622.1674;1701;5102.5127;3310;52.3826;0;0;769
CATALUNYA;CATALUNYA;2020-03-25;2020-03-31;No;247.041;0.990115;119.7319;9108;364.9011;27758;39.3461;0;0;1638
CATALUNYA;CATALUNYA;2020-03-24;2020-03-30;--;;;0.0000;83;0.0000;171;42.4242;0;0;9
CATALUNYA;CATALUNYA;2020-03-24;2020-03-30;Si;;;2491.1361;1616;4815.7854;3124;52.4399;0;0;679
CATALUNYA;CATALUNYA;2020-03-24;2020-03-30;No;265.168;1.06857;126.9227;9655;358.0653;27238;40.9507;0;0;1564
CATALUNYA;CATALUNYA;2020-03-23;2020-03-29;No;276.994;1.13817;133.4693;10153;341.8959;26008;42.2356;0;0;1455
CATALUNYA;CATALUNYA;2020-03-23;2020-03-29;--;;;0.0000;86;0.0000;175;44.3787;0;0;8
CATALUNYA;CATALUNYA;2020-03-23;2020-03-29;Si;;;2267.6121;1471;4183.7521;2714;54.3478;0;0;581
CATALUNYA;CATALUNYA;2020-03-22;2020-03-28;Si;;;2041.0050;1324;3614.9221;2345;53.8673;0;0;497
CATALUNYA;CATALUNYA;2020-03-22;2020-03-28;No;290.839;1.21715;134.8496;10258;334.4554;25442;42.6557;0;0;1345
CATALUNYA;CATALUNYA;2020-03-22;2020-03-28;--;;;0.0000;88;0.0000;173;46.3855;0;0;7
CATALUNYA;CATALUNYA;2020-03-21;2020-03-27;--;;;0.0000;88;0.0000;183;43.7500;0;0;6
CATALUNYA;CATALUNYA;2020-03-21;2020-03-27;Si;;;1837.5211;1192;3041.4675;1973;54.3203;0;0;425
CATALUNYA;CATALUNYA;2020-03-21;2020-03-27;No;310.672;1.34262;135.4543;10304;324.9247;24717;42.9434;0;0;1205
CATALUNYA;CATALUNYA;2020-03-20;2020-03-26;No;351.272;1.59492;137.1501;10433;316.1959;24053;43.1943;0;0;1056
CATALUNYA;CATALUNYA;2020-03-20;2020-03-26;--;;;0.0000;74;0.0000;169;40.2439;0;0;5
CATALUNYA;CATALUNYA;2020-03-20;2020-03-26;Si;;;1652.5358;1072;2722.3678;1766;52.7241;0;0;346
CATALUNYA;CATALUNYA;2020-03-19;2020-03-25;Si;;;1433.6365;930;2449.5144;1589;51.2354;0;0;290
CATALUNYA;CATALUNYA;2020-03-19;2020-03-25;No;375.718;1.83989;134.2317;10211;305.2060;23217;42.1341;0;0;893
CATALUNYA;CATALUNYA;2020-03-19;2020-03-25;--;;;0.0000;68;0.0000;164;38.5093;0;0;3
CATALUNYA;CATALUNYA;2020-03-18;2020-03-24;--;;;0.0000;61;0.0000;153;36.8421;0;0;1
CATALUNYA;CATALUNYA;2020-03-18;2020-03-24;Si;;;1254.8173;814;2207.4919;1432;48.4127;0;0;251
CATALUNYA;CATALUNYA;2020-03-18;2020-03-24;No;394.653;2.1272;129.7753;9872;289.5494;22026;40.9487;0;0;746
CATALUNYA;CATALUNYA;2020-03-17;2020-03-23;No;413.103;2.50436;121.2305;9222;269.1865;20477;38.9325;0;0;603
CATALUNYA;CATALUNYA;2020-03-17;2020-03-23;--;;;0.0000;53;0.0000;109;43.5185;0;0;1
CATALUNYA;CATALUNYA;2020-03-17;2020-03-23;Si;;;1042.0841;676;1874.5182;1216;46.6893;0;0;219
CATALUNYA;CATALUNYA;2020-03-16;2020-03-22;No;413.428;2.99718;109.8988;8360;252.2416;19188;37.3521;0;0;480
CATALUNYA;CATALUNYA;2020-03-16;2020-03-22;--;;;0.0000;42;0.0000;95;39.3617;0;0;0
CATALUNYA;CATALUNYA;2020-03-16;2020-03-22;Si;;;854.0157;554;1632.4957;1059;45.5166;0;0;182
CATALUNYA;CATALUNYA;2020-03-15;2020-03-21;--;;;0.0000;34;0.0000;89;34.8315;0;0;0
CATALUNYA;CATALUNYA;2020-03-15;2020-03-21;Si;;;789.2708;512;1564.6677;1015;44.6356;0;0;158
CATALUNYA;CATALUNYA;2020-03-15;2020-03-21;No;447.691;3.53973;104.1015;7919;242.3822;18438;35.8649;0;0;395
CATALUNYA;CATALUNYA;2020-03-14;2020-03-20;No;454.375;3.98988;95.9380;7298;228.9209;17414;33.0595;0;0;332
CATALUNYA;CATALUNYA;2020-03-14;2020-03-20;--;;;0.0000;27;0.0000;75;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-03-14;2020-03-20;Si;;;665.9472;432;1319.5622;856;42.6873;0;0;144
CATALUNYA;CATALUNYA;2020-03-13;2020-03-19;No;400.723;4.2574;83.0946;6321;208.4792;15859;29.5344;0;0;266
CATALUNYA;CATALUNYA;2020-03-13;2020-03-19;--;;;0.0000;29;0.0000;77;33.7662;0;0;0
CATALUNYA;CATALUNYA;2020-03-13;2020-03-19;Si;;;510.2512;331;1119.1613;726;39.4958;0;0;131
CATALUNYA;CATALUNYA;2020-03-12;2020-03-18;--;;;0.0000;23;0.0000;62;32.2581;0;0;0
CATALUNYA;CATALUNYA;2020-03-12;2020-03-18;Si;;;362.2629;235;889.4712;577;36.2832;0;0;108
CATALUNYA;CATALUNYA;2020-03-12;2020-03-18;No;348.202;4.54334;69.9750;5323;177.8889;13532;27.0192;0;0;219
CATALUNYA;CATALUNYA;2020-03-11;2020-03-17;--;;;0.0000;14;0.0000;44;27.2727;0;0;0
CATALUNYA;CATALUNYA;2020-03-11;2020-03-17;Si;;;260.5210;169;684.4458;444;34.2529;0;0;94
CATALUNYA;CATALUNYA;2020-03-11;2020-03-17;No;286.036;4.78109;55.7513;4241;146.4573;11141;25.1503;0;0;161
CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;No;226.03;4.93515;43.7229;3326;117.8521;8965;23.4082;0;0;126
CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;--;;;0.0000;11;0.0000;37;24.3243;0;0;0
CATALUNYA;CATALUNYA;2020-03-10;2020-03-16;Si;;;171.1114;111;548.7898;356;29.1429;0;0;76
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;--;;;0.0000;8;0.0000;33;21.2121;0;0;0
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;Si;;;114.0743;74;427.0078;277;26.4706;0;0;58
CATALUNYA;CATALUNYA;2020-03-09;2020-03-15;No;144.801;5.0;28.0399;2133;90.7191;6901;20.9226;0;0;103
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;--;;;0.0000;5;0.0000;24;16.6667;0;0;0
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;Si;;;55.4956;36;308.3089;200;16.8367;0;0;43
CATALUNYA;CATALUNYA;2020-03-08;2020-03-14;No;107.792;4.64835;22.3741;1702;71.8549;5466;18.6604;0;0;77
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;No;;;17.9440;1365;50.7296;3859;18.4538;0;0;50
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;--;;;0.0000;2;0.0000;15;6.6667;0;0;0
CATALUNYA;CATALUNYA;2020-03-07;2020-03-13;Si;;;43.1632;28;255.8964;166;14.6341;0;0;26
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;Si;;;23.1231;15;174.1945;113;9.8214;0;0;16
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;No;;;11.0293;839;26.6071;2024;19.5171;0;0;30
CATALUNYA;CATALUNYA;2020-03-06;2020-03-12;--;;;0.0000;0;0.0000;9;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;--;;;0.0000;0;0.0000;7;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;Si;;;9.2492;6;110.9912;72;4.1667;0;0;11
CATALUNYA;CATALUNYA;2020-03-05;2020-03-11;No;;;6.6649;507;14.4472;1099;16.9444;0;0;17
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;No;;;4.0751;310;8.5973;654;14.5736;0;0;12
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;--;;;0.0000;0;0.0000;5;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-04;2020-03-10;Si;;;4.6246;3;67.8279;44;2.2727;0;0;6
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;Si;;;1.5415;1;32.3724;21;0.0000;0;0;3
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;No;;;2.0770;158;4.8639;370;7.9670;0;0;9
CATALUNYA;CATALUNYA;2020-03-03;2020-03-09;--;;;0.0000;0;0.0000;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;--;;;0.0000;1;0.0000;1;100.0000;0;0;0
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;Si;;;1.5415;1;20.0400;13;0.0000;0;0;2
CATALUNYA;CATALUNYA;2020-03-02;2020-03-08;No;;;0.9202;70;4.0094;305;5.3333;0;0;5
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;No;;;0.8150;62;3.6413;277;4.3956;0;0;2
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-03-01;2020-03-07;Si;;;1.5415;1;12.3323;8;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;No;;;0.6704;51;2.6160;199;5.1282;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-29;2020-03-06;Si;;;0.0000;0;4.6246;3;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;--;;;0.0000;2;0.0000;3;33.3333;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;Si;;;0.0000;0;3.0830;2;0.0000;0;0;0
CATALUNYA;CATALUNYA;2020-02-28;2020-03-05;No;;;0.4995;38;1.8798;143;5.6738;0;0;0
